skill_name,references
"ad hoc credit analysis",1
"business partner support",1
"fast learner",5
"data transformation",1
"advanced analysis",1
"field investigations",1
"line balancing",1
"process breakdown definition",1
"3d modeling software",3
"3dx",1
"delmia",1
"can tools",1
"laboratory environment maintenance",1
"automation testing",1
"controls setup",1
"test report generation",1
"v-model structure",1
"test bench building",1
"wiring schematics",1
"energy engineering",1
"creative mindset",2
"extra-curricular experience",1
"voluntary experience",1
"health and safety guidelines",5
"water and wastewater project design",2
"installation and maintenance",4
"guidance from experienced professionals",2
"community impact",5
"water and wastewater projects",2
"design and planning",2
"digital pr",2
"plant development",1
"team oriented attitude",1
"digitalisation of accounts payable",1
"digitalisation of accounts receivable",1
"project review",1
"project completion",1
"supply chain analytics",3
"value stream mapping",2
"visio",1
"turbo technologies",1
"stem degree",2
"group project experience",1
"desire to grow",1
"financial systems",1
"costing",1
"global business operations",1
"passion exploration",1
"industry expertise",6
"journal entries preparation",1
"monthly reconciliations",1
"item cost setting",1
"product cost consolidation",1
"material variance analysis",1
"inventory valuation",1
"provision assessment",1
"annual physical inventory",1
"audit cycle count processes",1
"annual standard setting",1
"cost roll process",1
"current cost process",1
"internal control documentation",1
"supply chain processes",1
"erp systems",1
"power systems",1
"financial record compliance",1
"intercompany transactions",1
"transaction register summary reports",1
"fx rates preparation and distribution",1
"bank transaction reconciliation",1
"vat returns preparation and submission",1
"price request updating",1
"customer database maintenance",1
"annual audit support",1
"accessibility awareness",6
"environmental",1
"environmental compliance",1
"legislation understanding",1
"audit evaluation",1
"funding acquisition",1
"environmental footprint reduction",1
"action oriented",1
"understanding of sustainability goals",1
"interest in built environment",1
"willingness to take on responsibility",1
"process calculations",2
"mass balance",2
"process flow diagrams",2
"control philosophies",2
"community impact awareness",1
"commercial management",5
"new engineering contract (nec)",4
"cost assurance",4
"customer invoicing",3
"month end journals",3
"invoice discrepancy resolution",3
"zoom",4
"reconciliations",5
"collaboration tools",1
"internal control evaluation",1
"audit testing",1
"compliance with audit standards",1
"internal control issue identification",1
"professional accountancy qualification",1
"marketing collateral management",1
"digital asset management",1
"microsoft office 365",1
"digital savvy",1
"physical metallurgy",1
"ferrous metallurgy",1
"non-ferrous metallurgy",1
"steel making",1
"casting",1
"forging",1
"heat treatment",1
"welding",1
"joining",1
"scanning electron microscopy (sem)",1
"material evaluation",1
"process identification",1
"sustainability goals",1
"component failure analysis",1
"investigative research",1
"data investigation and interpretation",1
"delivery performance",1
"quality performance",6
"programme knowledge",1
"strong personal motivation",6
"manufacturing experience",1
"quality assurance experience",1
"language model optimization",1
"ai agent development",1
"excel macros",1
"dax",1
"dynamic working environment",1
"parts quality management",1
"quality systems and processes",1
"supplier manufacturing processes",5
"innovation in product development",1
"enthusiasm for stakeholder engagement",1
"surface finishing",2
"product planning",1
"craftsmanship",2
"paint shop production",1
"automated paint application",2
"precision robotics",5
"surface inspection",2
"preparation and masking",2
"evaluation and feasibility assessment",1
"controls technologies",1
"continuous process improvement",1
"material trials",1
"process trials",1
"measuring",1
"analysing",1
"surface finish quality",1
"support functions",1
"technical laboratory",1
"product optimisation",1
"facility optimisation",1
"geometry topics",1
"process topics",1
"quality reporting",1
"managing special body trials",1
"business analytics tools",1
"flexible working approach",1
"minimal management input",1
"8d problem solving",1
"human resources management",1
"apprentice onboarding",1
"apprentice marketing",1
"recruitment assessment centres",1
"welcome evenings",1
"engagement activities",1
"training strategies",1
"learning culture",1
"innovative training programmes",1
"event representation",1
"apprentice support",1
"industry 4.0",3
"computing solutions",1
"production line complexities",1
"technology leverage",1
"detailing",1
"sand and polish painted bodies",1
"spot repair",1
"tin smithing",1
"finished vehicle waxing",1
"coachline application",1
"motif application",1
"industrial engineering projects",1
"mental wellness awareness",5
"international team collaboration",4
"web-based applications",1
"oracle database",1
"kpi improvement",1
"task assignment",1
"ldap protocol",1
"microsoft power bi",1
"software improvement",1
"frontend development",1
"life cycle analysis (lca)",1
"regulatory guidance interpretation",1
"environmental packaging improvement",1
"legal information processing",1
"regulatory information understanding",1
"cost reduction initiatives",1
"balance sheet accounts",1
"direct material spend analysis",1
"purchasing kpis",6
"microsoft program knowledge",6
"scientific skills",2
"design and safety reviews",1
"current product support",1
"investigating test cell data",1
"making test plans",1
"drafting test reports",1
"clear thought processes",1
"rational approach to tasks",1
"voluntary work",1
"community involvement activities",2
"working with disadvantaged groups",1
"charity related support",1
"delivering extraordinary results",1
"competencies",1
"outside education experiences",1
"office work",1
"continuous improvement mindset",1
"teleconference tools",1
"skype",1
"buying strategies",1
"lead time optimization",1
"iso17025 accreditation",1
"7-step problem solving",1
"quality improvement projects",1
"stem-related subjects",1
"engine measurements systems",1
"powertrain measurements systems",1
"curious mindset",1
"financial processes",4
"global acquisitions",1
"debt related matters",1
"financial advisory",1
"organisational design",1
"governance frameworks",1
"foundational training",1
"strategic capabilities development",1
"uk industry standards",1
"innovative activities delivery",1
"stretch assignments",1
"financial accounting projects",1
"business it development",1
"reporting techniques",1
"mobile device focused reporting",1
"tourism",1
"video editing",2
"customer representation",1
"project status monitoring",1
"taking on responsibilities",1
"commitment to diversity and inclusion",1
"team leader skills",1
"manufacturing data analysis",1
"capacity improvement",1
"budget analysis",1
"administration of employee records",1
"power systems vpi programs",1
"apqp",1
"ppap",1
"cummins quality systems management (cqms)",1
"supplier risk assessments",1
"6 sigma yellow belt certification",1
"6 sigma green belt project",1
"project issue resolution",3
"cross-functional communication",3
"kpi analysis and interpretation",5
"operational shipment management",1
"pricing and booking process",1
"inventory control",2
"demand management",2
"3pl inventory tracking",2
"transportation & logistics",2
"production / manufacturing systems",2
"inventory controls",2
"supplier performance analysis",1
"supply risk analysis",1
"customer risk analysis",1
"supply chain optimization",1
"global sourcing",1
"supplier performance monitoring",1
"confidentiality agreements",1
"supply chain practices",1
"purchasing ethics",1
"online communication tools",1
"purchasing strategies",1
"price benchmarking",1
"industry research",1
"model building",1
"quotation analysis",1
"accredited qualification in business",1
"accredited qualification in supply chain",1
"technical practices",1
"business modeling",1
"supply chain kpis",1
"stakeholder analysis",1
"kpi interpretation",1
"assessment scorecards",1
"operational performance analysis",1
"business systems utilization",1
"analytics and reporting",1
"spend tracking",1
"project savings tracking",1
"supply chain modeling",1
"scenario analysis",1
"financial models",1
"report design",1
"forecast modeling",1
"compliance documentation",1
"financial audit support",1
"special project execution",1
"gcse science",1
"structured approach",2
"tools best practices",5
"technical diagrams",1
"writing code",1
"testing code",1
"configuring software components",1
"designing innovative solutions",1
"presenting outcomes",1
"knowledge in computer science",1
"knowledge in software applications",1
"knowledge in product lifecycle management",1
"big data analysis",1
"understanding data bricks",1
"ai related data analysis",1
"requirements elicitation",1
"it process improvement",1
"effective communication skills",1
"ability to learn",1
"ability to analyze",1
"understanding business processes",1
"proactive ownership of tasks",1
"project management methodology",1
"itil methodologies",1
"monitoring and control of it hardware",1
"process controls",1
"network administration",1
"lan configuration",1
"wifi inventory management",1
"ekahau wifi survey",1
"it network functions",1
"receptiveness to feedback",1
"six sigma",3
"business analysis tools",1
"testing support",2
"business compliance",1
"it compliance",1
"internal controls reporting",1
"technology problem-solving",1
"learning new technologies",4
"simplifying complex concepts",1
"ccims (customer care information management system)",1
"databricks",2
"relocation",2
"service function appreciation",1
"it systems support",1
"team communication",1
"supervision of contracted teams",1
"planned maintenance",1
"iosh",1
"hse qualifications",1
"infrastructure development",1
"equipment resolution",1
"measurement equipment",1
"transducers",1
"emissions measurement",1
"mechanical characteristics",1
"system performance",1
"complex concept simplification",1
"technology absorption",1
"documentation of design principles",1
"battery electric industry knowledge",1
"dfmea",1
"dvp&r",1
"8d",1
"fault-tree investigation",1
"electrical architecture calculation",1
"electronic component hw design",1
"resistor design",1
"ic chip design",1
"filters design",1
"automotive electrical working principle",1
"interest in electrification",1
"interest in li-ion batteries",1
"electronic controls",1
"exposure to industry practices",1
"product-focused development",1
"electromechanical engineering",1
"structured problem-solving",4
"validation of calibration",1
"verification and validation test planning",4
"execution for developed calibration",1
"engine control module (ecm)",1
"calibration development",2
"automotive oem collaboration",1
"fault tree analysis",2
"field data analysis",1
"vehicle data analysis",1
"test cell data analysis",2
"cummins analysis tools",2
"master's degree in engineering",1
"understanding of diesel engines",2
"knowledge of aftertreatment systems",1
"enthusiasm for engineering",2
"bachelor’s degree in engineering or stem related subjects",1
"master's degree in engineering or stem related subjects",1
"basic knowledge of aftertreatment systems",1
"process flow mapping",1
"voice systems support",1
"vendor liaison",1
"mobile equipment management",1
"it telecom systems",1
"corrective action planning",1
"training needs identification",1
"action plan execution",1
"trend tracking",1
"customer interaction service",1
"insight management",1
"strategic contribution",1
"finance industry knowledge",3
"data manipulation skills",2
"data modelling skills",1
"loyalty programs",1
"digital creation and management",1
"customer journey touchpoints",1
"creating slides for webinars",1
"amazon marketplace",1
"ebay marketplace",1
"online stores",1
"service online booking platform",1
"bmw chat",1
"bmw pay",1
"reactive problem solving",1
"parts supply management",1
"logistics knowledge",2
"management experience",1
"storage processes",1
"transparency in operations",1
"internal process improvement",1
"monitoring and reporting kpis",1
"logistical process improvement",1
"data optimization",1
"interest in logistics",1
"supply chain knowledge",1
"business intelligence knowledge",1
"modelling skills",1
"business leadership",1
"supplier sourcing",2
"specification formulation",2
"compliance checks",2
"purchasing requests",1
"commodity strategy planning",2
"procurement best practices",1
"insight preparation",1
"departmental support",1
"problem reporting",1
"project status reporting",1
"calibration activities",1
"warranty data monitoring",1
"process checks",1
"automotive knowledge",1
"systematic approach",1
"learning new programs",1
"it tool development",1
"retailer communications",1
"customer journey optimization",1
"collaboration with sales",1
"collaboration with new business",1
"collaboration with customer services",1
"specification compliance",1
"climate change strategy",2
"energy decarbonisation pathways",2
"environmental performance reporting",2
"monitoring and evaluation",2
"vehicle depreciation analysis",1
"vehicle usage analysis",1
"audit requirements",1
"understanding of electrification and future technology",1
"diplomacy",1
"automotive market knowledge",1
"understanding of vehicle manufacturers and models",2
"proactive support",1
"sales intermediary oversight",1
"commercial understanding",3
"consumer duty principles",1
"regulatory responsibilities",1
"culture and values",1
"sales processes",1
"compliance governance",1
"legal preparation",1
"core application development",1
"cloud platform engineering",1
"network engineering",1
"critical insight",1
"decision support",1
"performance & talent",1
"ability to travel",1
"negotiating contracts",1
"managing supplier performance",1
"driving sustainability initiatives",1
"supporting digital transformations",1
"delivering cost-saving projects",1
"contractual knowledge",1
"commercial deals",1
"availability for placement",1
"exposure to global operations",2
"functional excellence",2
"innovative solution creation",1
"policy and procedure maintenance",1
"software configuration",3
"electronic control units",3
"actuators",4
"wiring harnesses",1
"engine calibration",1
"model in loop simulation",1
"hardware in loop simulation",1
"materials management",5
"financial loss forecasting",1
"scenario testing",1
"credit scorecards development",1
"large scale data manipulation techniques",1
"time-series analysis",1
"regression techniques",1
"system implementation",2
"integration of economic factors into statistical models",1
"methodology optimisation",1
"business impact assessment",1
"implementation of statistical models into live systems",1
"performance monitoring of statistical models",1
"issue analysis and improvement potential",1
"interest in automotive market",1
"qliksense",5
"self-confidence",1
"proactive communication",3
"organisation management",1
"disciplinary related matters",1
"salary and grade changes",1
"training design",1
"digital training",1
"classroom training",1
"train the trainer",1
"learning journey development",1
"process & system training",1
"group training",1
"individual training",1
"blended training methods",1
"specialised software",1
"blog creation",1
"sales objectives",1
"reference material management",1
"status monitoring",1
"product education",1
"product library maintenance",1
"servo-hydraulic test frames",1
"electromagnetic shakers",1
"motor-driven rigs",1
"advanced telemetry",1
"strain gauges",1
"accelerometers",1
"laser vibrometers",1
"motion amplification cameras",1
"engineering mechanics",1
"hands-on instrumentation",1
"rig development",1
"understanding of forces",1
"understanding of temperatures",1
"understanding of pressures",1
"solution-focused mindset",2
"inclusive practices",1
"supportive working environment",5
"customer requirements management",1
"product capability assessment",1
"information sourcing",1
"customer requirements assessment",1
"application subsystem testing",1
"ms applications",1
"advertising management",1
"literature development",1
"customer story development",1
"project plan development",1
"quality deliverables",1
"messaging",1
"digital publishing",1
"mobile apps",1
"marketing measures",1
"performance data analysis",3
"quality data analysis",1
"lean",2
"enterprise resource planning",1
"willingness to challenge the norm",1
"common sense",1
"vsms",1
"digital tools design",1
"it support",1
"oracle erp",1
"power platform",1
"flows",1
"automate",1
"action orientated",1
"root-cause analysis",5
"system performance monitoring",1
"front end it system maintenance",1
"excel (pivot and vlookup)",1
"communication (written and oral)",1
"business processes improvement",5
"key performance indicators preparation",1
"collaboration with cross-functional departments",4
"brand values",1
"corporate identity",1
"fundraising event organization",1
"kpi tracking",3
"organisational chart management",1
"business application",1
"pricing strategy optimization",1
"qlik",1
"reporting tools",1
"sub-assembly",1
"auto-guided vehicles",1
"grid connection procedure",1
"regulatory environment",1
"evaluation of commercial risks",1
"evaluation of operational risks",1
"power flow modeling",1
"congestion modeling",1
"transmission policy analysis",1
"renewable generation project planning",1
"commercial risk assessment",1
"energy industry knowledge",3
"market exploration",1
"it proficiency",5
"power system software",1
"powerworld",1
"commercial aptitude",4
"entrepreneurial skills",4
"drive to develop skillset",3
"in-house courses",5
"strategic communication",2
"flexible thinking",1
"positive company culture development",1
"recruiting",1
"induction",1
"people & organisational development",1
"global hr function",1
"business education",1
"solution-oriented approach",2
"proactive action",1
"organisational talent",1
"creative drive",1
"motivation to take on new challenges",1
"enthusiasm for skill development",2
"seeking development opportunities",3
"support and development opportunities",3
"cloud-based tools",1
"generalist development",1
"trade capture",1
"aggregation",1
"balancing",1
"nomination",1
"agile techniques",1
"it languages",1
"working cultures",1
"excellent communication skills",1
"analytical mind",3
"potential fulfillment",1
"energy trading",2
"market abuse risk management",1
"algo trading governance",1
"execution and settlement",1
"renewable energy",2
"gas trading",1
"freight trading",1
"lng trading",1
"biomass trading",1
"chrome ore trading",1
"trade confirmations",1
"post trade activities",1
"trade reconciliations",1
"regulatory reporting",5
"collateral management",1
"meter data management",1
"commercial asset optimisation",1
"new business development",1
"product implementation",1
"risk governance",1
"enterprise risk reporting",1
"stress testing",1
"profit & loss analysis",2
"ad hoc analysis",1
"trading strategies",1
"rf (radio frequency)",1
"manufacturing standards",1
"hmg basic personnel security standard",1
"hands-on technical work",2
"office-based technical work",1
"real-world project application",5
"equipment calibration",1
"equipment maintenance",1
"support for product manufacture",1
"support for product testing",1
"test equipment commissioning",1
"test equipment repair",1
"electrical calibration",1
"commercially off the shelf test equipment calibration",1
"diagnosing and fault finding",1
"fault related data analysis",1
"drawing specifications",1
"drafting drawing packs",1
"hands-on equipment handling",1
"job simulations",2
"online learning platforms",2
"percipio",2
"youlearn",2
"career builder",2
"video gateway",2
"financial support for further study",2
"formal course catalogue",2
"training for role development",1
"management training",2
"flexi-time management",1
"uk security clearance",2
"bpss clearance",2
"weapon system equipment management",1
"requirements generation",1
"development programme management",1
"production and delivery management",1
"final integration onto platforms or launchers",1
"security clearance procedures",1
"hmg basic personnel security standard checks",1
"weapon system engineering",1
"specialist skills",1
"knowledge in weapon systems",1
"integration skills",1
"technical management",1
"equipment development",1
"equipment policies development",1
"strength based assessment",1
"virtual experience",1
"learning gateway",1
"dynamic working",1
"missile aerodynamics",1
"specialist aerodynamics engineering",1
"aerodynamic techniques",1
"missile design",1
"multi-disciplinary design approach",1
"missile integration",1
"solid rocket motors",1
"air-breathing engines",1
"assessment of aerodynamics",1
"assessment of overall performance",1
"fluid dynamics",1
"thermodynamics",1
"aircraft performance",1
"flight dynamics",1
"hazard analysis",2
"failure mode effects & criticality analysis (fmeca)",2
"fault tree analysis (fta)",2
"safety case reports",2
"reliability case reports",2
"testing and trials",3
"business process implementation",1
"customer safety panel facilitation",1
"community of practice facilitation",1
"computational imaging",2
"onnx",1
"nvidia jetson products",1
"language training",1
"electro-optic technologies",1
"infra-red (ir) seekers & sensors",1
"directed energy weapons",1
"field trials",1
"eo product design",1
"eo product certification",1
"innovative technology development",1
"performance prediction",1
"synthetic ir imagery creation",1
"knowledge in physics",1
"knowledge in engineering",1
"knowledge in electronics",1
"knowledge in computing",1
"knowledge in applied science",1
"electro-optic systems",1
"technical capability",4
"weapon control units",1
"telemetry systems",1
"communication systems",1
"detailed circuit design",1
"analogue circuit test techniques",1
"digital circuit test techniques",1
"analysis and characterisation techniques",1
"pcb manufacture",1
"circuit card assembly",1
"test & evaluation of design",1
"experimental hardware building",1
"firmware development",1
"schematic design (zuken)",1
"integration and systems validation",2
"british citizenship",3
"dual uk nationality",2
"real-world testing",1
"offsite trials",1
"ground trials",1
"firing trials",2
"flight trials",2
"trials equipment design",1
"lab facilities",1
"planning tests",1
"trials campaigns",1
"dealing with ambiguity",1
"environmental testing",1
"design strategies",1
"proving strategies",1
"engineering decision making",1
"service support",1
"climatic testing",1
"environmental data gathering",1
"technical delivery management",1
"independent engineering",1
"chartership",1
"design assessment",1
"customer acceptance",1
"in service support",1
"structural testing",1
"laboratory tests",1
"hardware interaction",1
"cad tools",1
"rapid prototyping",1
"laboratory testing",1
"complex weapons technology",1
"defence technology",1
"stress analysis",1
"electro-mechanical design",1
"research & development (r&d)",5
"cross-discipline collaboration",1
"novel materials research",1
"practical lab assessments",1
"perspective-taking",1
"electrical architecture",1
"test and testability architecture",1
"safety and reliability",1
"mechanical architecture",1
"missile architecture",1
"navigation electronic warfare",2
"electronic warfare environments",1
"navigation sensors",1
"design influence",1
"high-profile project management",1
"fast-paced project execution",1
"gps receivers",1
"anti-jam equipment",1
"inertial measurement units",1
"research and design",1
"navigation equipment performance evaluation",1
"monitoring supplier developments",1
"collaboration with researchers",1
"engineering problem investigation",1
"technical knowledge of missile systems",1
"understanding of datalinks",1
"understanding of seekers",1
"understanding of sensors",1
"system validation",1
"control management",1
"communication style adaptation",1
"team building skills",1
"cost breakdown structures",1
"risk register creation and updating",1
"risk tools",1
"radio frequency (rf) communication systems",1
"data link systems",1
"requirements engineering",1
"researching novel techniques for communication systems",1
"electronic warfare",1
"missile survivability",1
"stealth modelling",1
"electromagnetic modelling",1
"waveform design",1
"message protocols using the osi model",1
"software defined radio",1
"rf technologies",1
"complex weapons capabilities",1
"researching future technologies",1
"developing requirements",1
"functional architectures",1
"creating concept solutions",1
"analysing performance",1
"supporting trade-off studies",1
"managing interfaces",1
"integration of systems",1
"integration of sub-systems",1
"proving activities",1
"certification activities",1
"understanding customer needs",1
"exposure to engineering methodologies",1
"learning about technologies",1
"logical reasoning",4
"business experience",1
"graduate management training",1
"classroom management",1
"subject knowledge",1
"pastoral care",1
"one-to-one support",1
"guidance and mentorship",1
"school experience",1
"bursaries and scholarships knowledge",1
"connecting with others",1
"story-telling",1
"generalist developer",1
"offshore construction",1
"offshore development",1
"offshore engineering",1
"offshore operations",1
"independent advice",1
"trading strategies analysis",1
"methodology development",1
"process standardization",1
"product life cycle",1
"technical publication development",1
"equipment workshop facilitation",1
"repair activities",1
"collaboration with military users",1
"sales deductions management",1
"marketing information management",1
"material characterization",1
"design process support",1
"analytical methods creation",1
"collaboration with synthetic chemists",1
"collaboration with formulators",1
"clinical studies testing and release",1
"medicinal chemistry",1
"project improvement",1
"collaboration with technical experts",1
"bioinformatic analysis workflows",1
"genomics",2
"data and predictive sciences",2
"research statistics",2
"planning experiments",1
"designing experiments",1
"critical data assessment",1
"laboratory notebook documentation",1
"clinical trials support",1
"project work experiments",1
"data evaluation and interpretation",1
"innovative therapeutic approaches",1
"proximity-induced pharmacology",1
"experimental record maintenance",1
"high throughput purification",1
"spatial biology protein measurements",1
"hypothesis addressing",1
"drug-related materials mapping",1
"metabolite analysis",1
"proactive risk assessment",1
"oral solid dose value stream",1
"high throughput automation",1
"large dataset extraction",1
"laboratory scientist",1
"understanding of safety culture",1
"understanding of sustainability",1
"understanding of quality culture",1
"communication strategy delivery",1
"campaign leadership",1
"message clarity and consistency",1
"position development",1
"collaboration with business units",1
"key messages creation",1
"campaign materials development",1
"visual/video asset creation",1
"healthcare trends analysis",1
"multi-cultural communication",1
"global organization navigation",1
"engagement strategies",5
"program evaluation",1
"high-throughput sequencing data processing",1
"experimental systems validation",1
"project progress presentation",1
"health screening",5
"digital culture engagement",1
"data & analytics culture",1
"stress reduction",2
"data curation",1
"classical cheminformatics",1
"machine learning platforms",1
"scientific workflow automation",1
"bioactivity analysis",1
"dmpk (drug metabolism and pharmacokinetics)",1
"throughput enhancement",1
"technical solution testing",3
"challenging tasks",2
"live projects",2
"assignments",1
"patient-centric design",1
"application assistance",1
"linkedin usage",1
"capital project planning",1
"site inspection",1
"installation of variable speed drives (vsd)",1
"switchgear",1
"sustainable energy practices",1
"collaboration with manufacturing departments",1
"collaboration with packaging departments",1
"collaboration with utilities departments",1
"development skills",1
"machinery safety improvement",1
"improving ehs performance",1
"environmental impact analysis",1
"simplifying procedures and standards",1
"training programme delivery",1
"ehs program development",1
"enhancing ehs technology usage",1
"environmental sustainability initiatives",1
"emrs/chart abstraction",1
"validation of patient reported outcomes",1
"non-interventional comparative studies",1
"outcomes analysis",1
"study protocol development",1
"study documentation",1
"study delivery strategy",1
"patient engagement strategy",1
"recruitment planning",1
"compliance with ich/gcp guidelines",1
"familiarity with gsk sops",1
"evidence generation",1
"clinical study preparation",1
"clinical trial management",1
"strategic development",1
"global regulatory compliance",1
"hiv therapies knowledge",1
"automation capital project delivery",1
"cyber security upgrades",1
"plc",1
"hmi",1
"capital project services",1
"hands-on practical application",1
"process innovation",1
"engineering programmes delivery",1
"inspection programmes delivery",1
"reliability programmes delivery",1
"learning from others",1
"plant modification procedure",1
"quality management system",5
"water systems management",1
"industrial utilities management",1
"manufacturing best practices",1
"understanding of plant and processes",1
"material procurement",1
"operational processes",1
"internal workflow support",1
"professional expertise development",1
"pharmaceutical operations",1
"orchestrating supply chain operations",1
"drug product transfers",1
"validation projects",1
"pharmaceutical quality systems",1
"understanding of business drivers",1
"understanding of critical quality attributes in pharmaceutical manufacturing",1
"engineering assets",2
"stakeholder relationship management",1
"business change delivery",1
"strong work ethic",1
"pragmatic approach",1
"emotional intelligence",4
"personal resilience",4
"reserving",2
"claims analytics",2
"group actuarial",2
"shadowing",5
"skills development",3
"actuarial science",2
"commitment to personal development",2
"commercial approach",4
"healthcare knowledge",1
"caring attitude",1
"bravery in decision making",1
"internal audit",2
"taxation",2
"database systems",5
"viewer data analysis",2
"franchise tracking",2
"sales tracking",3
"customer feedback gathering",5
"competitive analysis",3
"marketing material creation",2
"broadcast material supply",3
"payment and billing management",3
"ad-hoc project management",4
"sales team dynamics",3
"tv licensing deal negotiation",3
"kids & family media market knowledge",3
"client needs analysis",3
"rights acquisition",1
"exploitation of kids brands",1
"linear broadcast",1
"transactional vod",1
"svod",1
"avod",1
"youtube content management",1
"consumer products knowledge",4
"experiences development",1
"language skills",1
"curation",1
"sales administration",3
"internal systems management",3
"broadcast material distribution",3
"payment and billing queries",3
"tracking document maintenance",3
"ad-hoc analysis",3
"office management",3
"understanding of film & tv licensing",3
"negotiation process knowledge",3
"box office management",3
"sales negotiation",2
"film distribution knowledge",1
"fp&a",2
"controllership",3
"finance international operations",3
"purchase to pay",2
"maintenance requirements analysis",2
"urban structure management",2
"resourcefulness",1
"placement experience",2
"graduate scheme preparation",2
"practical engineering experience",1
"bridge maintenance",2
"structure maintenance",1
"innovative building materials",2
"sustainability techniques",1
"inspection requirements",1
"maintenance requirements",2
"renewable energy technologies",4
"signalling",1
"telecommunications",5
"theoretical knowledge application",3
"data protection regulation",5
"scripted television",3
"trade news analysis",3
"knowledge of tv & streaming business",3
"summarizing complex information",3
"business process analysis",3
"technical solutions assurance",3
"cyber compliance",3
"it leadership",3
"support and guidance",1
"enhancement request tracking",2
"knowledge of systems and processes",1
"workshopping",3
"enhancement management",1
"sdlc basics",3
"learning new skills",3
"concise communication",5
"software use",4
"copywriting",5
"creative asset management",4
"deal administration",3
"creative field management",2
"dynamic work environment adaptability",3
"foreign language skills",3
"commercial operations",3
"media planning",5
"playlist creation",2
"programme scheduling",2
"promotional inventory management",2
"on-air campaign strategy",2
"understanding of advertising and marketing campaigns",2
"end-to-end workflow for linear television",2
"television broadcasting",3
"interest in programme content",3
"understanding of television channels",3
"experience days",1
"hardworking",2
"driven",2
"vehicle data management",2
"training facilitation",2
"business strategy understanding",1
"critical decision making",1
"stem expertise",4
"professional certifications",4
"creative projects",3
"financial security",2
"social engagement",2
"communication (oral/written)",4
"full-stack application development",2
"data pipeline engineering",2
"cloud infrastructure design",2
"software system development",2
"cutting-edge technology implementation",2
"technical solution design",5
"unix",2
"docker",2
"google cloud",2
"networking protocols",1
"firewalls",2
"vpns",2
"cybersecurity principles",2
"nosql",2
"network building",3
"working in a matrixed organisation",1
"understanding of studio operations",1
"sales strategies",1
"digital revenue maximization",1
"content promotion",1
"industry news analysis",1
"content lifecycle management",1
"ability to meet deadlines",3
"passion for content",2
"pitching tools",1
"creative idea generation",1
"understanding of global business strategies",1
"insights into tv distribution",1
"insights into acquisitions",1
"enterprise distribution application support",1
"data insights delivery",1
"business engagement",4
"dashboard creation and maintenance",1
"engagement with development teams",1
"traditional project management",1
"cultural adaptability",1
"understanding of theatrical distribution",1
"understanding of marketing business",1
"business systems understanding",1
"business processes understanding",5
"technology passion",1
"content sales",1
"commercial partnerships",1
"international media business",1
"strategic growth",1
"media landscape analysis",2
"deal negotiation",5
"sales material preparation",1
"business travel planning",1
"knowledge of media",1
"knowledge of tv and film",1
"french language",1
"growth driven orientation",1
"data intelligence skills",1
"data-driven mindset",1
"statistical background",1
"programming languages (sql or equivalent)",1
"enthusiasm to learn new technical skills",1
"understanding of film industry economics",1
"passion for film and the entertainment industry",1
"social media analysis",1
"marketing campaign management",1
"promotional partnerships",1
"media coverage evaluation",1
"research for promotional partnerships",1
"story pitching",2
"post campaign analysis",2
"project prioritization",1
"spreadsheet proficiency",1
"powerpoint proficiency",1
"publicity campaign management",1
"media research",3
"press material creation",2
"tv industry knowledge",2
"media awareness",1
"program publicity",1
"broadcast industry knowledge",1
"ability to learn new software",1
"content strategy",3
"business model development",2
"asset creation",2
"sales tool development",2
"subscription app tracking",1
"subscription app service tracking",1
"creating briefs",1
"stakeholder communications",5
"approval workflows",1
"asset management systems",1
"keynote",2
"production skills",2
"campaign strategy",2
"creative editing",1
"short form video",1
"trailers",1
"digital assets",1
"social assets",1
"av assets",1
"digital editing",1
"technical creative processes",1
"software proficiency",1
"billing query resolution",1
"transcription",1
"dubbing material distribution",1
"translation coordination",1
"executive assistance",1
"distribution list maintenance",1
"market query resolution",1
"global film marketing",1
"collaboration with finance teams",3
"collaboration with media teams",1
"collaboration with creative teams",3
"print production",1
"digital production",1
"av production",1
"financial record keeping",1
"accounts payable (ap) process",1
"business relationship building",1
"interest in film or media",1
"fair employment practices",2
"workplace investigations",2
"respect in the workplace training",2
"diversity and equality",2
"inclusive workplace culture",2
"lease administration",2
"office relocations",2
"refurbishments",2
"new builds",2
"workplace innovation",2
"strategic reviews",1
"number crunching",2
"script reading",3
"evaluating screeners",2
"providing commercial feedback",2
"providing creative feedback",2
"managing script submissions",2
"p&l management",2
"drafting offer letters",2
"cross-departmental liaison",2
"content evaluation",3
"business side of film",2
"pre-buying",1
"running numbers",2
"comps",2
"drafting offers",2
"negotiating deals",2
"film distribution lifecycle",2
"knowledge of film/documentary",2
"strong written communication skills",1
"strong oral communication skills",2
"experience reading scripts",2
"commercially assessing content",2
"creatively assessing content",2
"report production",1
"broadcast operations",3
"strategic initiatives",3
"it/av technical support",3
"financial responsibility",1
"it strategy",3
"it expertise",3
"software knowledge",1
"forward thinking",3
"mathematics knowledge",2
"cutting-edge technologies",2
"digital railway traffic management",2
"accident prevention",2
"business change initiatives",2
"information systems strategy",1
"it and digital transformation",1
"networking strategy",2
"performance",1
"network strategy",3
"tv ratings analysis",3
"streaming viewership analysis",3
"tv and film knowledge",1
"content delivery",4
"interest in television production",3
"content licensing knowledge",3
"understanding of broadcaster models",3
"understanding of streaming models",3
"content licensing market knowledge",3
